instr_resp.keys,instr_resp.rt,prac_resp.keys,prac_resp.corr,prac_1.thisRepN,prac_1.thisTrialN,prac_1.thisN,prac_1.thisIndex,prac_1.ran,prac_1.order,imageFile,posX,posY,corrAns,*Participant ID ,date,expName,psychopyVersion,frameRate,prac_resp.rt,instr_resp2.keys,instr_resp2.rt,prac_resp2.keys,prac_resp2.corr,prac_2.thisRepN,prac_2.thisTrialN,prac_2.thisN,prac_2.thisIndex,prac_2.ran,prac_2.order,prac_resp2.rt,pover_resp.keys,pover_resp.rt,earlyresp.keys,earlyresp.rt,resp.keys,resp.corr,Groups.thisRepN,Groups.thisTrialN,Groups.thisN,Groups.thisIndex,Groups.ran,Groups.order,countgroups,masterBlock.thisRepN,masterBlock.thisTrialN,masterBlock.thisN,masterBlock.thisIndex,masterBlock.ran,masterBlock.order,masterFile,Block1.thisRepN,Block1.thisTrialN,Block1.thisN,Block1.thisIndex,Block1.ran,Block1.order,condFile,instr,StopSide.thisRepN,StopSide.thisTrialN,StopSide.thisN,StopSide.thisIndex,StopSide.ran,StopSide.order,resp.rt
,,,,,,,,,,square.jpg,0.1,0,none,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,19,1,79,
,,,,,,,,,,circle.jpg,-0.1,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,0.798,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,47,1,79,
,,,,,,,,,,circle.jpg,-0.1,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,79,1,79,
,,,,,,,,,,square.jpg,0,0,m,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,comma,0.881,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,73,1,79,
,,,,,,,,,,square.jpg,0,0,m,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,comma,0.411,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,16,1,79,
,,,,,,,,,,square.jpg,0,0,m,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,48,1,79,
,,,,,,,,,,circle.jpg,-0.1,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,55,1,79,0.045
,,,,,,,,,,circle.jpg,0,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,m,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,52,1,79,0.465
,,,,,,,,,,square.jpg,0.1,0,none,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,0.264,m,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,43,1,79,0.549
,,,,,,,,,,circle.jpg,0,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,0.649,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,21,1,79,
,,,,,,,,,,circle.jpg,0,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,0.729,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,76,1,79,
,,,,,,,,,,square.jpg,0.1,0,none,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,0.28,m,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,75,1,79,0.489
,,,,,,,,,,circle.jpg,0,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,0.593,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,46,1,79,0.433
,,,,,,,,,,circle.jpg,0,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,0.511,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,13,1,79,0.479
,,,,,,,,,,square.jpg,0,0,m,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,10,1,79,0.343
,,,,,,,,,,circle.jpg,0,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,0.793,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,70,1,79,0.509
,,,,,,,,,,circle.jpg,-0.1,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,39,1,79,0.365
,,,,,,,,,,square.jpg,0,0,m,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,72,1,79,0.33
,,,,,,,,,,square.jpg,0,0,m,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,42,1,79,0.263
,,,,,,,,,,square.jpg,0.1,0,none,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,59,1,79,
,,,,,,,,,,square.jpg,0,0,m,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,50,1,79,0.111
,,,,,,,,,,square.jpg,0,0,m,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,0.686,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,33,1,79,0.466
,,,,,,,,,,circle.jpg,0,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,0.681,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,20,1,79,0.432
,,,,,,,,,,square.jpg,0,0,m,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,0.679,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,32,1,79,0.394
,,,,,,,,,,square.jpg,0,0,m,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,18,1,79,0.315
,,,,,,,,,,square.jpg,0,0,m,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,9,1,79,0.312
,,,,,,,,,,circle.jpg,0,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,4,1,79,0.366
,,,,,,,,,,circle.jpg,0,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,69,1,79,0.465
,,,,,,,,,,circle.jpg,0,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,29,1,79,0.477
,,,,,,,,,,square.jpg,0,0,m,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,41,1,79,
,,,,,,,,,,circle.jpg,0,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,0.829,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,28,1,79,0.481
,,,,,,,,,,circle.jpg,0,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,36,1,79,0.297
,,,,,,,,,,square.jpg,0.1,0,none,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,m,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,51,1,79,0.196
,,,,,,,,,,circle.jpg,0,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,62,1,79,0.212
,,,,,,,,,,circle.jpg,-0.1,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,63,1,79,
,,,,,,,,,,circle.jpg,0,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,0.798,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,61,1,79,0.18
,,,,,,,,,,circle.jpg,0,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,0.66,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,53,1,79,0.313
,,,,,,,,,,circle.jpg,-0.1,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,15,1,79,
,,,,,,,,,,square.jpg,0,0,m,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,0.763,m,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,17,1,79,0.413
,,,,,,,,,,circle.jpg,0,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,0.33,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,68,1,79,
,,,,,,,,,,circle.jpg,0,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,14,1,79,0.399
,,,,,,,,,,circle.jpg,-0.1,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,23,1,79,0.23
,,,,,,,,,,square.jpg,0,0,m,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,0.897,,0,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,56,1,79,
,,,,,,,,,,circle.jpg,0,0,c,027,2019-06-09_19h32.04.761,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,,c,1,1,0,2,0,1,1,conditionsMaster1.csv,1,0,3,0,1,2,conditionsFile1.csv,1,0,1,0,1,0,conditions1.csv,"If you see a circle: 
always respond with the letter  C. 

If you see a square:
respond with the letter  M  only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the right.",1,0,80,45,1,79,0.281
