instr_resp.keys,instr_resp.rt,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_1.thisRepN,prac_1.thisTrialN,prac_1.thisN,prac_1.thisIndex,prac_1.ran,prac_1.order,imageFile,posX,posY,corrAns,*Participant ID ,date,expName,psychopyVersion,frameRate,instr_resp2.keys,instr_resp2.rt,prac_resp2.keys,prac_resp2.corr,prac_resp2.rt,prac_2.thisRepN,prac_2.thisTrialN,prac_2.thisN,prac_2.thisIndex,prac_2.ran,prac_2.order,pover_resp.keys,pover_resp.rt,earlyresp.keys,resp.keys,resp.corr,Groups.thisRepN,Groups.thisTrialN,Groups.thisN,Groups.thisIndex,Groups.ran,Groups.order,countgroups,masterBlock.thisRepN,masterBlock.thisTrialN,masterBlock.thisN,masterBlock.thisIndex,masterBlock.ran,masterBlock.order,masterFile,Block1.thisRepN,Block1.thisTrialN,Block1.thisN,Block1.thisIndex,Block1.ran,Block1.order,condFile,instr,StopSide.thisRepN,StopSide.thisTrialN,StopSide.thisN,StopSide.thisIndex,StopSide.ran,StopSide.order,resp.rt,earlyresp.rt
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,c,1,0.479,1,0,8,5,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,m,1,0.347,1,0,8,2,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,m,1,0.413,1,0,8,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,square.jpg,0.1,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,0,,1,0,8,3,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,0,,1,0,8,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,circle.jpg,-0.1,0,none,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,c,0,0.394,1,0,8,7,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,circle.jpg,-0.1,0,none,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,space,14.391,,,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,23,1,79,,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,10,1,79,0.297,
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,6,1,79,0.345,
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,5,1,79,0.397,
,,,,,,,,,,,circle.jpg,-0.1,0,none,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,31,1,79,,
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,14,1,79,0.394,
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,61,1,79,0.447,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,48,1,79,0.297,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,65,1,79,0.313,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,74,1,79,0.278,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,1,1,79,0.279,
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,20,1,79,0.446,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,25,1,79,0.197,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,66,1,79,0.264,
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,54,1,79,0.531,
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,22,1,79,0.496,
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,76,1,79,0.53,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,32,1,79,0.246,
,,,,,,,,,,,square.jpg,0.1,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,35,1,79,0.396,
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,4,1,79,0.447,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,18,1,79,0.23,
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,70,1,79,0.48,
,,,,,,,,,,,square.jpg,0.1,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,59,1,79,0.296,
,,,,,,,,,,,square.jpg,0.1,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,75,1,79,0.481,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,64,1,79,0.546,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,50,1,79,0.329,
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,53,1,79,0.412,
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,0,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,29,1,79,,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,0,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,56,1,79,,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,33,1,79,0.329,
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,36,1,79,0.379,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,72,1,79,0.446,
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,12,1,79,0.413,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,16,1,79,0.165,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,2,1,79,0.012,
,,,,,,,,,,,square.jpg,0.1,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,19,1,79,0.478,
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,44,1,79,0.414,
,,,,,,,,,,,square.jpg,0.1,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,43,1,79,0.212,
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,69,1,79,0.43,
,,,,,,,,,,,circle.jpg,-0.1,0,none,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,55,1,79,,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,34,1,79,0.247,
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,38,1,79,0.446,
,,,,,,,,,,,square.jpg,0,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,41,1,79,0.565,
,,,,,,,,,,,circle.jpg,0,0,c,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,52,1,79,0.563,
,,,,,,,,,,,square.jpg,0.1,0,m,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,m,1,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,51,1,79,0.53,
,,,,,,,,,,,circle.jpg,-0.1,0,none,023,2019-06-09_22h12.34.995,Primed GoNogo,3.0.4,60,,,,,,,,,,,,,,,c,0,1,0,2,1,1,1,conditionsMaster2.csv,1,0,3,0,1,2,conditionsFile2.csv,1,0,1,0,1,0,conditions2.csv,"If you see a circle: 
respond with the letter  C   only if the triangle is in the middle. 

DO NOT press anything if the triangle is positioned on the left.
 

If you see a square:
Always respond with the letter  M   
",1,0,80,71,1,79,0.531,
